,loc_blank,branch_count,call_pairs,loc_code_and_comment,loc_comments,condition_count,cyclomatic_complexity,cyclomatic_density,decision_count,decision_density,design_complexity,design_density,edge_count,essential_complexity,essential_density,loc_executable,parameter_count,halstead_content,halstead_difficulty,halstead_effort,halstead_error_est,halstead_length,halstead_level,halstead_prog_time,halstead_volume,maintenance_severity,modified_condition_count,multiple_condition_count,node_count,normalized_cylomatic_complexity,num_operands,num_operators,num_unique_operands,num_unique_operators,number_of_lines,percent_comments,loc_total,y
220,0,3,0,0,0,4,2,1.0,2,2.0,1,0.5,6,1,0.0,0,1,9.51,4.0,152.16,0.01,12,0.25,8.45,38.04,0.5,1,2,6,2.0,4,8,3,6,1,0.0,0,0
973,0,1,1,0,0,0,1,0.14,0,0.0,1,1.0,2,1,0.0,7,1,17.41,3.5,213.21,0.02,16,0.29,11.85,60.92,1.0,0,0,3,0.13,7,9,7,7,8,0.0,7,0
1061,0,1,2,0,0,0,1,0.2,0,0.0,1,1.0,3,1,0.0,5,1,19.65,4.38,376.04,0.03,22,0.23,20.89,85.95,1.0,0,0,4,0.17,10,12,8,7,6,0.0,5,0
156,0,3,0,0,0,4,2,1.0,2,2.0,1,0.5,6,1,0.0,0,1,9.51,4.0,152.16,0.01,12,0.25,8.45,38.04,0.5,1,2,6,2.0,4,8,3,6,1,0.0,0,0
315,0,1,1,0,0,0,1,0.33,0,0.0,1,1.0,2,1,0.0,3,1,9.83,2.0,39.3,0.01,7,0.5,2.18,19.65,1.0,0,0,3,0.25,3,4,3,4,4,0.0,3,0
309,0,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,1.0,0,0,2,1.0,0,2,0,2,1,0.0,0,0
1561,0,7,0,0,0,10,4,0.36,4,2.5,1,0.25,11,4,1.0,11,1,17.45,11.69,2385.64,0.07,42,0.09,132.54,204.04,1.0,3,5,9,0.33,19,23,13,16,12,0.0,11,0
856,0,1,3,0,0,0,1,0.2,0,0.0,1,1.0,4,1,0.0,5,1,18.6,2.5,116.27,0.02,14,0.4,6.46,46.51,1.0,0,0,5,0.17,5,9,5,5,6,0.0,5,0
794,0,3,0,0,0,4,2,0.18,2,2.0,1,0.5,6,1,0.0,11,1,16.61,3.0,149.49,0.02,15,0.33,8.3,49.83,0.5,1,2,6,0.17,4,11,4,6,12,0.0,11,0
1073,0,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,1.0,0,0,2,1.0,0,2,0,2,1,0.0,0,0
813,0,1,0,0,0,0,1,0.2,0,0.0,1,1.0,1,1,0.0,5,1,18.4,5.0,460.0,0.03,23,0.2,25.56,92.0,1.0,0,0,2,0.17,10,13,8,8,6,0.0,5,0
1030,0,1,1,1,3,0,1,0.2,0,0.0,1,1.0,2,1,0.0,4,7,12.4,3.75,174.4,0.02,14,0.27,9.69,46.51,1.0,0,0,3,0.11,5,9,4,6,9,50.0,5,0
228,0,3,1,0,0,4,2,0.4,2,2.0,1,0.5,6,1,0.0,5,1,18.39,4.89,439.63,0.03,22,0.2,24.42,89.92,0.5,1,2,6,0.33,11,11,9,8,6,0.0,5,0
836,0,1,1,0,0,0,1,0.2,0,0.0,1,1.0,2,1,0.0,5,0,21.33,2.86,174.13,0.02,17,0.35,9.67,60.94,1.0,0,0,3,0.17,8,9,7,5,6,0.0,5,0
784,0,1,0,0,0,0,1,0.25,0,0.0,1,1.0,1,1,0.0,4,0,9.56,6.0,344.16,0.02,16,0.17,19.12,57.36,1.0,0,0,2,0.2,6,10,4,8,5,0.0,4,0
788,0,3,0,0,0,4,2,1.0,2,2.0,1,0.5,6,1,0.0,0,1,9.51,4.0,152.16,0.01,12,0.25,8.45,38.04,0.5,1,2,6,2.0,4,8,3,6,1,0.0,0,0
286,0,1,1,0,0,0,1,0.2,0,0.0,1,1.0,2,1,0.0,5,2,18.67,7.07,933.43,0.04,33,0.14,51.86,132.0,1.0,0,0,3,0.17,11,22,7,9,6,0.0,5,0
850,0,1,0,0,0,0,1,0.25,0,0.0,1,1.0,1,1,0.0,4,0,16.84,1.5,37.9,0.01,9,0.67,2.11,25.27,1.0,0,0,2,0.2,4,5,4,3,5,0.0,4,0
843,0,1,2,0,0,0,1,0.17,0,0.0,1,1.0,3,1,0.0,6,1,21.19,3.21,218.94,0.02,19,0.31,12.16,68.11,1.0,0,0,4,0.14,9,10,7,5,7,0.0,6,0
317,0,7,0,0,0,12,4,0.67,6,2.0,1,0.25,12,4,1.0,6,2,14.12,9.63,1308.36,0.05,32,0.1,72.69,135.93,1.0,3,6,10,0.57,14,18,8,11,7,0.0,6,0
319,0,1,1,0,0,0,1,0.2,0,0.0,1,1.0,2,1,0.0,5,2,9.83,2.0,39.3,0.01,7,0.5,2.18,19.65,1.0,0,0,3,0.17,3,4,3,4,6,0.0,5,0
848,0,1,0,0,0,0,1,1.0,0,0.0,1,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,1.0,0,0,2,1.0,0,2,0,2,1,0.0,0,0
422,0,3,1,0,0,4,2,0.4,2,2.0,2,1.0,6,1,0.0,5,3,17.11,5.14,452.57,0.03,22,0.19,25.14,88.0,0.5,1,2,6,0.33,8,14,7,9,6,0.0,5,0
1239,0,3,1,0,0,4,2,0.5,2,2.0,2,1.0,6,1,0.0,4,1,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,0.5,1,2,6,0.4,3,6,3,6,5,0.0,4,0
1264,0,5,6,1,0,8,3,0.15,4,2.0,2,0.67,21,1,0.0,19,0,32.45,13.89,6264.19,0.15,91,0.07,348.01,450.83,0.33,2,4,20,0.14,44,47,19,12,21,5.0,20,0
1153,0,3,1,0,0,4,2,0.17,2,2.0,2,1.0,6,1,0.0,12,2,26.06,4.0,416.99,0.03,25,0.25,23.17,104.25,0.5,1,2,6,0.15,10,15,10,8,13,0.0,12,0
473,0,7,2,0,0,12,4,0.33,6,2.0,2,0.5,15,1,0.0,12,0,15.35,20.67,6557.23,0.11,66,0.05,364.29,317.29,0.25,3,6,13,0.31,31,35,12,16,13,0.0,12,0
644,0,3,2,0,0,4,2,0.22,2,2.0,2,1.0,8,1,0.0,9,2,16.25,8.89,1283.82,0.05,34,0.11,71.32,144.43,0.5,1,2,8,0.2,16,18,9,10,10,0.0,9,0
1244,0,3,2,0,0,4,2,0.33,2,2.0,2,1.0,8,1,0.0,6,2,11.42,6.67,507.65,0.03,20,0.15,28.2,76.15,0.5,1,2,8,0.29,10,10,6,8,7,0.0,6,0
1031,0,5,3,0,0,8,3,0.21,4,2.0,2,0.67,12,1,0.0,14,0,22.19,8.88,1751.63,0.07,43,0.11,97.31,197.15,0.33,2,4,11,0.2,21,22,13,11,15,0.0,14,0
1354,0,3,1,0,0,6,2,0.4,2,3.0,2,1.0,5,1,0.0,5,0,11.91,5.25,328.18,0.02,16,0.19,18.23,62.51,0.5,2,3,5,0.33,7,9,6,9,6,0.0,5,0
1092,0,3,1,0,0,4,2,0.33,2,2.0,2,1.0,6,1,0.0,6,1,11.86,8.67,890.92,0.03,27,0.12,49.5,102.8,0.5,1,2,6,0.29,13,14,6,8,7,0.0,6,0
1238,0,5,3,0,0,6,3,0.5,2,3.0,2,0.67,9,3,1.0,6,0,19.25,6.5,813.14,0.04,30,0.15,45.17,125.1,1.0,2,3,8,0.43,13,17,9,9,7,0.0,6,0
167,0,5,1,0,0,8,3,0.6,4,2.0,2,0.67,11,1,0.0,5,1,4.54,15.0,1021.71,0.02,19,0.07,56.76,68.11,0.33,2,4,10,0.5,6,13,2,10,6,0.0,5,0
1550,0,17,2,0,0,26,9,0.29,10,2.6,2,0.22,30,3,0.25,31,6,27.36,29.33,23526.15,0.27,154,0.03,1307.01,802.26,0.33,8,13,23,0.28,69,85,20,17,32,0.0,31,0
599,0,5,6,1,0,6,3,0.13,2,3.0,2,0.67,15,3,1.0,23,2,48.96,17.75,15426.54,0.29,149,0.06,857.03,869.1,1.0,2,3,14,0.12,71,78,38,19,25,4.17,24,1
993,0,7,2,0,0,12,4,0.33,6,2.0,2,0.5,15,1,0.0,12,0,15.35,20.67,6557.23,0.11,66,0.05,364.29,317.29,0.25,3,6,13,0.31,31,35,12,16,13,0.0,12,0
364,0,3,1,0,0,4,2,0.2,2,2.0,2,1.0,7,1,0.0,10,1,18.6,6.5,786.03,0.04,29,0.15,43.67,120.93,0.5,1,2,7,0.18,13,16,9,9,11,0.0,10,0
988,0,5,2,0,0,6,3,0.17,2,3.0,2,0.67,10,3,1.0,18,1,30.6,9.39,2697.84,0.1,58,0.11,149.88,287.34,1.0,2,3,9,0.16,26,32,18,13,19,0.0,18,0
970,0,3,2,0,0,4,2,0.33,2,2.0,2,1.0,8,1,0.0,6,1,17.47,5.14,462.13,0.03,23,0.19,25.67,89.86,0.5,1,2,8,0.29,9,14,7,8,7,0.0,6,0
711,1,11,1,0,0,18,6,0.26,8,2.25,2,0.33,25,5,0.8,23,4,18.18,25.38,11715.15,0.15,96,0.04,650.84,461.51,0.83,5,9,21,0.24,44,52,13,15,25,0.0,23,0
701,1,11,1,5,0,20,6,0.22,10,2.0,2,0.33,24,4,0.6,22,1,16.21,46.93,35696.56,0.25,146,0.02,1983.14,760.58,0.67,5,10,20,0.21,64,82,15,22,29,18.52,27,0
153,0,5,1,0,0,8,3,0.6,4,2.0,2,0.67,11,1,0.0,5,1,4.54,15.0,1021.71,0.02,19,0.07,56.76,68.11,0.33,2,4,10,0.5,6,13,2,10,6,0.0,5,0
854,0,3,2,0,0,4,2,0.2,2,2.0,2,1.0,8,1,0.0,10,0,29.95,3.0,269.58,0.03,23,0.33,14.98,89.86,0.5,1,2,8,0.18,9,14,9,6,11,0.0,10,0
561,1,3,1,0,0,4,2,0.25,2,2.0,2,1.0,7,1,0.0,8,2,14.6,11.59,1961.37,0.06,36,0.09,108.96,169.22,0.5,1,2,7,0.2,17,19,11,15,10,0.0,8,0
1066,0,3,1,0,0,4,2,0.5,2,2.0,2,1.0,7,1,0.0,4,0,6.17,7.0,302.3,0.01,13,0.14,16.79,43.19,0.5,1,2,7,0.4,6,7,3,7,5,0.0,4,0
328,0,3,2,0,0,4,2,0.18,2,2.0,2,1.0,7,1,0.0,11,0,31.21,6.13,1170.84,0.06,45,0.16,65.05,191.16,0.5,1,2,7,0.17,21,24,12,7,12,0.0,11,0
786,1,3,1,0,0,4,2,0.22,2,2.0,2,1.0,6,1,0.0,9,4,19.24,10.63,2172.39,0.07,43,0.09,120.69,204.46,0.5,1,2,6,0.18,17,26,12,15,11,0.0,9,0
764,1,9,1,3,1,16,5,0.29,8,2.0,2,0.4,16,1,0.0,14,0,12.24,29.56,10695.71,0.12,80,0.03,594.21,361.88,0.2,4,8,13,0.25,38,42,9,14,20,22.22,17,0
1005,0,3,2,0,0,4,2,0.17,2,2.0,2,1.0,9,1,0.0,12,3,16.73,11.0,2024.0,0.06,46,0.09,112.44,184.0,0.5,1,2,9,0.15,22,24,8,8,13,0.0,12,0
768,0,3,2,0,0,4,2,0.33,2,2.0,2,1.0,6,1,0.0,6,1,14.51,4.2,255.97,0.02,17,0.24,14.22,60.94,0.5,1,2,6,0.29,6,11,5,7,7,0.0,6,0
648,0,3,1,0,0,4,2,0.29,2,2.0,2,1.0,7,1,0.0,7,1,8.41,10.13,861.74,0.03,23,0.1,47.87,85.11,0.5,1,2,7,0.25,9,14,4,9,8,0.0,7,0
618,0,3,1,0,0,4,2,0.14,2,2.0,2,1.0,5,1,0.0,14,1,20.76,12.27,3126.53,0.08,58,0.08,173.7,254.75,0.5,1,2,5,0.13,27,31,11,10,15,0.0,14,0
162,0,3,1,0,0,4,2,0.5,2,2.0,2,1.0,6,1,0.0,4,1,12.17,8.4,858.37,0.03,25,0.12,47.69,102.19,0.5,1,2,6,0.4,7,18,5,12,5,0.0,4,0
502,1,11,1,0,0,18,6,0.67,8,2.25,2,0.33,21,5,0.8,9,2,10.31,18.2,3415.17,0.06,45,0.05,189.73,187.65,0.83,5,9,17,0.55,14,31,5,13,11,0.0,9,0
204,0,5,4,1,0,8,3,0.25,4,2.0,2,0.67,14,1,0.0,11,0,25.67,11.09,3155.71,0.09,58,0.09,175.32,284.6,0.33,2,4,13,0.23,29,29,17,13,13,8.33,12,0
1476,0,3,1,0,0,4,2,0.5,2,2.0,2,1.0,7,1,0.0,4,0,8.57,5.25,236.11,0.01,13,0.19,13.12,44.97,0.5,1,2,7,0.4,6,7,4,7,5,0.0,4,0
1120,0,3,1,0,0,4,2,0.18,2,2.0,2,1.0,6,1,0.0,11,0,15.77,6.87,745.37,0.04,26,0.15,41.41,108.42,0.5,1,2,6,0.17,11,15,8,10,12,0.0,11,0
479,1,3,2,0,0,4,2,0.15,2,2.0,2,1.0,7,1,0.0,13,1,44.01,5.85,1506.22,0.09,53,0.17,83.68,257.47,0.5,1,2,7,0.13,26,27,20,9,15,0.0,13,0
188,0,3,1,0,0,4,2,0.18,2,2.0,2,1.0,6,1,0.0,11,1,21.78,5.85,745.51,0.04,30,0.17,41.42,127.44,0.5,1,2,6,0.17,13,17,10,9,12,0.0,11,0
1461,0,12,1,3,0,14,7,0.41,6,2.33,2,0.29,19,5,0.67,14,2,30.54,11.43,3988.95,0.12,67,0.09,221.61,349.03,0.71,4,7,14,0.39,30,37,21,16,18,17.65,17,0
1007,0,15,1,0,0,22,8,0.33,8,2.75,2,0.25,24,3,0.29,24,6,15.29,43.21,28547.12,0.22,136,0.02,1585.95,660.69,0.38,7,11,18,0.32,61,75,12,17,25,0.0,24,0
446,0,7,2,0,0,12,4,0.33,6,2.0,2,0.5,15,1,0.0,12,0,15.35,20.67,6557.23,0.11,66,0.05,364.29,317.29,0.25,3,6,13,0.31,31,35,12,16,13,0.0,12,0
1139,0,5,1,0,0,6,3,0.6,2,3.0,2,0.67,8,3,1.0,5,2,11.99,5.4,349.52,0.02,17,0.19,19.42,64.73,1.0,2,3,7,0.5,6,11,5,9,6,0.0,5,0
428,0,3,1,0,2,4,2,0.25,2,2.0,2,1.0,5,1,0.0,8,1,13.45,3.6,174.36,0.02,14,0.28,9.69,48.43,0.5,1,2,5,0.18,6,8,5,6,11,20.0,8,0
636,1,7,1,0,0,12,4,0.31,6,2.0,2,0.5,15,3,0.67,13,4,15.39,20.17,6258.43,0.1,61,0.05,347.69,310.34,0.75,3,6,13,0.27,22,39,12,22,15,0.0,13,0
1217,0,3,1,0,0,4,2,0.22,2,2.0,2,1.0,5,1,0.0,9,1,10.2,13.33,1813.33,0.05,34,0.08,100.74,136.0,0.5,1,2,5,0.2,16,18,6,10,10,0.0,9,0
582,1,9,3,0,1,14,5,0.36,6,2.33,3,0.6,19,3,0.5,14,1,27.69,10.11,2831.11,0.09,56,0.1,157.28,280.0,0.6,4,7,16,0.29,26,30,18,14,17,6.67,14,0
146,0,5,1,0,0,8,3,0.38,4,2.0,3,1.0,15,1,0.0,8,0,17.84,12.0,2568.63,0.07,48,0.08,142.7,214.05,0.33,2,4,14,0.33,24,24,11,11,9,0.0,8,0
590,1,5,3,0,0,8,3,0.25,4,2.0,3,1.0,11,1,0.0,12,2,18.39,19.2,6779.67,0.12,70,0.05,376.65,353.11,0.33,2,4,10,0.21,32,38,15,18,14,0.0,12,0
571,1,11,2,0,0,16,6,0.35,6,2.67,3,0.5,20,6,1.0,17,3,15.38,23.38,8403.09,0.12,74,0.04,466.84,359.49,1.0,5,8,16,0.32,33,41,12,17,19,0.0,17,0
697,1,5,5,1,0,8,3,0.14,4,2.0,3,1.0,15,1,0.0,21,3,41.65,8.64,3111.43,0.12,72,0.12,172.86,360.0,0.33,2,4,14,0.13,33,39,21,11,24,4.55,22,0
390,0,5,2,0,0,8,3,0.6,4,2.0,3,1.0,10,1,0.0,5,2,15.88,10.11,1623.23,0.05,36,0.1,90.18,160.54,0.33,2,4,9,0.5,14,22,9,13,6,0.0,5,0
691,0,5,3,2,0,6,3,0.25,2,3.0,3,1.0,10,3,1.0,10,1,23.16,11.0,2802.69,0.08,53,0.09,155.7,254.79,1.0,2,3,9,0.23,22,31,14,14,13,16.67,12,0
357,0,5,1,0,0,8,3,0.43,4,2.0,3,1.0,12,1,0.0,7,1,13.51,13.33,2401.13,0.06,41,0.08,133.4,180.09,0.33,2,4,11,0.38,20,21,9,12,8,0.0,7,0
940,0,7,2,0,0,12,4,0.24,6,2.0,3,0.75,13,1,0.0,17,2,25.96,11.15,3229.13,0.1,64,0.09,179.4,289.51,0.25,3,6,11,0.22,29,35,13,10,18,0.0,17,0
926,0,5,2,0,0,8,3,0.3,4,2.0,3,1.0,11,1,0.0,10,0,25.87,9.0,2095.13,0.08,53,0.11,116.4,232.79,0.33,2,4,10,0.27,24,29,12,9,11,0.0,10,0
1180,0,5,1,0,0,8,3,0.38,4,2.0,3,1.0,10,1,0.0,8,2,9.42,17.0,2723.1,0.05,41,0.06,151.28,160.18,0.33,2,4,9,0.33,17,24,5,10,9,0.0,8,0
