,v1,v2,v3,v4,v5,y
2793,-0.790184,-0.797708,0.72555,1.772723,-1.028348,0
3463,-0.333659,2.479403,-1.475431,0.178869,-0.136583,0
1124,-0.12118,1.71869,-1.358723,-0.85319,1.686093,0
4613,0.207138,0.749037,0.069302,1.356706,-0.830784,0
4115,-0.621539,0.245135,-1.314725,-0.195681,-0.320141,0
211,-0.663508,0.045195,2.113055,-1.407535,-0.803006,0
1433,-0.1114,2.223192,-1.381983,-0.144445,-0.47977,0
1150,-0.758826,-1.007148,-0.321627,-1.262724,3.002463,0
3464,0.28481,-2.667465,-1.416011,1.506832,-1.148799,0
3016,-0.366933,1.900875,-1.601035,-0.017047,-0.415987,0
3162,-0.81668,-0.819907,0.516545,2.275377,-0.136583,0
3378,-0.614677,-0.682455,0.738474,2.136161,-1.085103,0
1115,-0.730266,-0.325716,1.809067,0.705354,-1.015482,0
2130,-0.302887,1.483253,0.803773,0.31293,-0.609116,0
3357,-0.796704,-0.91013,-0.150379,2.019204,-0.136583,0
3302,-0.867028,-1.041045,-0.493238,0.030369,-0.136583,0
2332,-0.769947,-0.990484,-0.286888,2.180202,-1.687333,0
5097,-0.790001,-1.149097,-0.332597,0.819653,2.757667,0
1250,-0.694112,-1.015391,-0.39534,1.015238,2.270783,0
118,-0.311945,1.233094,-1.385168,-0.738461,-0.349058,0
4345,-0.024434,1.857752,-1.355691,-0.737266,-0.34435,0
5153,-0.482463,-0.123783,1.694428,-1.4702,-0.136583,0
2833,-1.00537,-0.85324,0.604266,1.526442,-0.136583,0
2825,-0.770354,-0.87467,0.029003,1.407162,3.310965,0
1328,0.999458,0.629751,-1.235723,-0.837728,1.476582,0
3861,0.257211,-0.557547,-0.993112,-0.416876,-0.136583,0
701,-0.350542,1.661549,0.786765,0.366686,-0.603921,0
4383,-0.667256,-0.676882,1.862869,-1.480851,0.517193,0
2503,-0.825637,-1.103894,-0.271001,1.775233,-0.136583,0
80,-0.859294,-1.115657,-0.345765,-1.375103,3.031632,0
2437,-0.41673,1.472667,-1.357586,1.283627,-0.851348,0
4905,0.16326,1.528233,-1.356038,0.700233,-0.655916,0
3211,-0.063907,1.770508,-1.310893,-0.774716,-0.366298,0
3806,0.58155,1.767241,-1.343262,-0.717909,-0.35454,0
4533,0.489938,1.423422,-1.310383,-0.210244,0.137621,0
4743,-0.091321,1.86217,0.185743,0.141849,0.909702,0
2531,-0.634439,0.903857,0.24596,0.008905,-0.136583,0
3138,-0.574258,0.454733,1.529035,-1.225839,-0.630309,0
308,2.632321,-0.902388,-0.960456,-0.606303,-0.013186,0
2983,-0.654628,-0.197785,1.245362,-1.057101,-0.541441,0
1443,-0.748393,-0.330679,1.84559,-1.379995,-0.136583,0
1525,3.122102,0.25289,-1.022822,-0.557663,-0.192987,0
3408,0.040866,1.043036,-1.218732,-0.108292,-0.482811,0
1016,1.2548,-0.71782,-0.603125,-0.327695,-0.261478,0
2976,0.253869,1.3468,-1.224055,-0.701688,-0.311274,0
4793,0.778154,0.346938,-0.028268,-0.117806,0.448313,0
3120,1.170152,-0.777789,-0.639945,-0.354091,0.073363,0
3784,2.245413,-0.604041,-0.955078,-0.583005,-0.049298,0
3250,2.443938,-1.109536,-1.827044,0.136895,-0.575966,0
4449,-0.876485,-1.132677,-0.453805,-1.279776,-0.136583,0
1113,2.571371,-0.464645,-0.987709,-0.376327,-0.027085,0
2284,-0.565212,0.613629,-0.07216,-0.143996,-0.352035,0
5133,1.196225,-0.930196,-0.659263,-0.357176,0.04983,0
2179,0.824141,0.118904,-1.153409,-0.673011,-0.29641,0
2494,-0.600712,0.174294,0.819528,-1.045922,-0.512231,0
2654,0.548618,0.776956,-1.200075,-0.161174,-0.438938,0
914,0.135265,1.659552,-1.479776,-0.740991,1.241741,0
1503,-0.629301,-0.387638,1.522454,0.8997,-0.936368,0
240,-0.246494,1.778721,-1.202588,-0.711427,0.115107,0
510,-0.858683,-1.021885,-0.417464,-1.275212,2.564779,0
1585,-0.679617,-0.344157,1.37099,-1.302144,-0.597911,0
1626,-0.746673,-0.183027,0.855554,-1.07593,-0.136583,0
3224,-0.564575,-0.421374,1.970959,1.128328,-1.082273,0
1123,-0.59521,0.93201,-1.255873,-0.157658,0.060714,0
2412,-0.324303,1.795477,-1.546639,-0.804019,-0.40863,0
1353,-0.625994,0.517279,-0.109813,-0.16608,-0.33682,0
3707,2.352862,-0.208383,-0.485723,-0.798524,0.406951,0
4841,-0.277989,2.507603,-1.600275,0.013884,-0.431251,0
181,-0.686507,-0.94751,-0.260938,1.34439,1.681055,0
4960,-0.793679,-0.749584,0.653238,2.303537,-0.136583,0
2176,3.597956,-0.79319,-0.966774,-0.610209,-0.037815,0
189,-1.122341,0.194515,1.051701,-1.502403,-0.136583,0
2319,2.204364,-1.027332,0.906763,-0.94435,-0.360838,0
2934,2.412602,-1.829487,-0.936948,-0.401572,-0.234842,0
5289,0.989408,0.661488,-1.187588,-0.645735,-0.300601,0
3793,0.509537,1.153088,-1.248944,-0.208438,-0.548616,0
2553,2.706978,-1.793533,-0.649259,-0.350061,-0.334437,0
1236,-0.623375,-0.125298,1.690517,1.101851,-0.136583,0
3676,1.591564,0.190086,-1.222807,-0.652261,-0.284269,0
1831,-0.529385,0.724903,2.003473,-1.270643,-0.600998,0
4505,-0.351143,-0.062835,1.549588,-1.219647,-0.541349,0
3615,3.039364,-0.424254,-1.022953,-0.325535,0.470188,0
2681,-0.37965,1.197362,-0.245948,1.546805,-0.857192,0
4160,-0.225641,0.695105,-0.000374,-0.100654,0.188234,0
692,-0.814111,-1.113744,-0.365767,1.782126,1.950156,0
3539,0.753618,0.383739,-0.350797,1.220277,-0.898857,0
3231,0.833038,0.224596,-0.245083,1.605083,-0.823686,0
107,-0.543415,0.668902,-1.233232,-0.707262,-0.136583,0
3831,-0.462179,0.48419,0.785122,0.273784,0.737262,0
2889,-0.830649,-1.105849,-0.246699,-0.745461,-0.892059,0
1463,-0.655021,-0.78064,0.121074,2.096778,-1.363673,0
5030,-0.251138,2.270791,-1.428957,-0.839519,-0.803741,0
4186,-0.558367,0.700909,-0.202647,-0.138919,0.104111,0
4402,-1.705078,0.601926,-1.250918,-0.745131,-0.352867,0
1922,-0.399255,1.163381,0.718386,0.366758,-0.512934,0
2095,-0.699634,-0.520495,0.596907,2.152369,-1.274319,0
1423,-0.86469,-0.982252,0.403646,1.837604,-0.136583,0
959,0.932638,1.62241,-1.320461,0.264075,-0.506255,0
2745,1.423223,-0.414293,-0.410164,-0.150848,0.686741,0
3067,1.250712,-0.934473,-0.361533,-0.177794,0.370468,0
1629,-0.700392,-0.219945,1.272819,-1.258192,-0.53,0
4050,-0.626385,1.159445,-0.126509,-0.180984,0.351183,0
3251,-0.807876,-0.486663,1.083416,-1.426098,-0.136583,0
5375,1.586021,0.288927,0.13778,0.375669,-0.490388,0
1479,1.392223,-0.838844,-0.942093,-0.576347,-0.2024,0
1991,0.804123,-0.171006,-1.005419,-0.595765,-0.017141,0
859,-0.816853,-0.808668,0.768481,0.915091,-0.745282,0
3115,1.079064,0.410823,-1.104187,-0.65491,-0.260611,0
1892,-0.743404,-0.91486,-1.746744,1.138146,-1.080141,0
1357,-0.823893,-0.962105,-1.37791,2.339493,-1.443236,0
3418,0.339425,-0.62208,-0.967043,-0.389344,0.02684,0
2803,-0.527622,2.032699,-1.382775,-0.085095,-0.368004,0
2376,2.804669,-0.86659,-0.963249,-0.60098,-0.205135,0
4287,1.987008,-0.718436,-0.420938,-0.053588,0.641306,0
54,-0.281776,2.455362,-1.497818,-0.808659,-0.136583,0
3199,1.082895,-0.573388,-0.988894,-0.354709,0.009217,0
1157,-0.371426,-0.889937,0.724999,1.996631,-1.394735,0
3121,3.215379,-0.896525,-0.473327,-0.068751,-0.343052,0
1338,-0.233437,-0.2849,1.527058,-1.004575,0.789206,0
3960,2.076291,-0.982135,-0.982456,-0.601355,0.069769,0
5308,-0.658759,0.591304,0.958285,0.856563,-1.017513,0
4752,2.691548,-0.844333,-0.608997,-0.584774,-0.203144,0
84,2.746129,-1.802384,-0.945815,-0.387828,-0.265349,0
3484,-0.134323,-0.343952,-1.109513,-0.316715,-0.304716,0
970,2.510898,-0.791627,-0.96375,-0.392576,-0.222947,0
4069,1.655531,-0.562762,-0.457556,-0.616286,-0.228485,0
1181,-0.799161,-0.888146,0.406283,0.730664,1.297652,0
3203,-0.474009,0.870193,-1.18522,-0.7187,-0.286953,0
1314,0.500151,2.04754,-1.290786,-0.715742,-0.359568,0
2476,1.63224,-1.09456,-0.426868,-0.605598,-0.027083,0
4733,-0.683971,1.607722,-0.084026,1.504321,-0.974395,0
4657,-0.546473,-0.079978,-0.148172,-0.848381,-0.34802,0
2430,-0.564228,0.25739,1.479069,-1.321794,0.89337,0
4357,-0.465035,1.492125,-1.257991,-0.202559,-0.418428,0
1559,1.289211,-0.525885,-0.61823,-0.297483,0.160544,0
2723,2.489739,-1.056005,0.725431,-0.834667,-0.35871,0
4261,-0.638393,0.031507,1.663978,-1.382272,-0.136583,0
2819,2.001134,0.00293,0.250672,0.155494,-0.40495,0
764,-0.731151,-1.014819,-0.131013,0.182038,-0.136583,0
5250,-0.625708,-0.209981,2.13874,-1.412111,-0.136583,0
2863,-0.465086,-1.087439,-0.023405,0.968008,1.69848,0
4944,1.171572,1.343604,-1.185957,-0.68024,-0.30562,0
3986,1.928899,0.077214,-0.121771,0.373837,-0.485286,0
1554,-0.337704,2.393321,-1.44992,0.612649,-0.609236,0
5171,-0.307373,1.80248,-1.328647,-0.729559,-0.353043,0
2564,1.14112,1.053987,0.032292,-0.747774,0.212837,0
3428,0.366407,0.434276,0.324267,0.001332,0.906974,0
1875,-0.560683,-0.093185,0.920367,0.429486,-0.825062,0
1270,-0.024095,0.521673,-1.175666,-0.082769,-0.789561,0
2338,-0.837813,-0.924827,0.323456,2.004904,-1.493307,0
2979,-0.111786,0.389085,-1.219461,-0.674864,0.039254,0
829,0.447108,1.171418,-1.211247,-0.698106,-0.323694,0
2327,-0.30485,1.110987,-1.33119,-0.064028,-0.586426,0
960,1.799476,-0.601918,-0.47997,-0.598198,-0.018175,0
1247,-0.84917,-1.114039,-0.361956,1.324843,1.835115,0
303,2.444206,-0.310801,-0.021467,-0.686288,-0.274638,0
1613,0.102534,0.490171,-0.159982,-0.252865,-0.362764,0
2879,-0.092035,2.561289,-1.351334,-0.846777,0.356461,0
3573,3.07629,-0.942691,-0.946045,-0.586373,-0.210317,0
3872,-0.372459,2.025767,-1.55036,-0.003171,-0.411913,0
4274,0.722072,0.886831,-1.400319,-0.711539,-0.315487,0
4923,-0.313201,1.34002,0.864091,-1.126417,-0.136583,0
1624,-0.687525,-0.094713,1.296527,-1.230449,-0.136583,0
2231,3.156746,-1.819961,-0.660441,-0.590221,-0.217294,0
72,0.043557,0.723634,0.454919,-0.041149,-0.136583,0
983,-0.826115,-0.984263,-0.032452,-0.833329,-0.136583,0
3652,1.874354,-0.341721,-0.127961,0.781952,-0.676645,0
53,0.274457,-0.087028,-0.510209,-0.272302,-0.381676,0
1816,2.110365,-0.769791,-0.955891,-0.376972,-0.241774,0
1120,0.083236,0.18911,-1.171538,-0.622654,0.018913,0
312,-0.033149,1.323993,-1.261445,-0.198704,0.148284,0
3698,-0.477619,2.265316,-1.512776,0.036003,-0.460971,0
1169,0.330994,-0.552226,-0.959127,-0.406105,-0.23823,0
375,-0.740472,-0.726656,-0.051209,1.888098,-1.419064,0
4001,2.21446,-0.713188,-0.93412,-0.579556,-0.039028,0
2263,0.803226,0.779611,-0.24352,1.134982,-0.715264,0
946,-0.873905,-1.163425,-0.462507,0.668841,2.591967,0
3046,-0.383839,2.486018,-1.420334,0.266092,-0.464774,0
1558,-0.103843,0.134073,-1.101353,-0.637987,-0.236938,0
3775,0.91113,1.106452,0.350935,0.22286,-0.429298,0
5208,-0.881366,-1.113931,-0.374906,-1.170411,-0.136583,0
407,0.123177,1.227207,-1.266718,-0.681489,-0.282288,0
30,-0.469173,0.50567,-0.009256,-0.817039,-0.389145,0
3903,-0.729027,-0.131444,0.997747,-1.157316,-0.46332,0
4741,3.20087,-1.820386,-0.656301,-0.589331,-0.213325,0
736,-0.726761,-0.092657,0.645987,-0.969075,-0.401417,0
3422,3.132932,-0.829301,-0.53485,0.261428,-0.416159,0
4034,2.570439,-1.799469,-0.642342,-0.161718,-0.301811,0
567,-0.028497,0.669149,0.018688,-0.753027,0.072074,0
3594,-0.660273,1.228629,0.246324,0.203501,0.299772,0
232,-0.674274,-0.224728,1.752607,-1.437855,-0.652924,0
464,0.807232,0.939201,-0.213734,0.338559,0.709285,0
115,1.906296,-0.346081,-0.08491,0.564721,-0.582359,0
2985,-0.681403,-0.336133,1.524443,0.783847,-0.750311,0
2696,-0.103888,1.490057,-0.090561,0.033929,-0.972423,0
3682,0.371717,1.062448,-1.240259,-0.17297,-0.464222,0
2882,0.015043,0.570366,-0.229669,-0.755687,0.134733,0
531,0.702717,1.199912,-1.424562,-0.764742,0.06077,0
3870,2.699315,-0.025317,-1.051761,0.055156,-0.393851,0
2193,-0.668135,-0.910464,1.324882,0.603415,0.919962,0
5386,2.810305,-0.414121,-0.295323,-0.023083,-0.347626,0
4851,3.391651,-0.747394,-1.010574,-0.605377,-0.236191,0
911,-0.065934,0.181743,-0.28644,-0.256313,-0.277833,0
5006,-0.159854,0.847938,0.510018,-1.044818,-1.034373,0
158,-0.786055,-0.641559,1.067834,1.001591,-0.136583,0
2991,0.026001,0.548781,-0.281938,-0.116356,-0.673889,0
4414,-0.140071,1.130152,1.041197,-1.105878,-0.502134,0
2124,-0.399416,1.481573,0.230357,-0.899141,-0.436784,0
1039,0.882855,0.430927,0.016211,-7.9e-05,0.54837,0
1800,-0.812894,-0.634964,-0.398239,0.398771,-0.136583,0
472,-1.168874,-2.250384,-1.692687,-1.304129,-0.692537,0
3656,-1.042384,-0.219182,1.962325,-1.37761,-0.136583,0
2344,0.586325,-0.770656,-0.658105,-0.318588,-0.420507,0
376,-0.126043,1.397689,-1.333847,-0.180313,0.151454,0
4641,-0.307324,1.525789,0.670592,0.225027,-0.136583,0
3599,0.689,0.882507,-1.181763,-0.661748,0.071037,0
451,-0.769063,-0.271035,1.196941,-1.465146,-1.096473,0
4678,-0.026367,1.131902,-1.298042,-0.955663,2.423071,0
1182,1.258689,-0.49689,-0.466162,-0.61118,-0.217594,0
1202,-1.015841,-0.889328,0.607281,1.659004,-1.167867,0
2210,-0.704902,0.041318,0.088487,0.861057,-0.857707,0
2673,-0.778742,-0.980919,-0.02475,1.807762,-0.136583,0
1119,-0.572562,0.037593,0.418353,0.178772,-1.034778,0
5216,-0.606022,-0.431616,1.195072,-1.141108,-0.136583,0
3802,-0.493934,1.312583,-1.463716,0.125641,-0.450767,0
1684,-0.797163,-1.0965,-0.309322,-1.490247,2.640489,0
934,-0.72796,0.003882,1.03252,0.446516,-0.136583,0
5294,2.404392,-0.268697,-0.449282,-0.225345,-0.545819,0
4478,-0.249112,1.402483,-1.403625,-0.118333,-0.136583,0
4189,-0.582196,1.499175,-1.334861,0.036233,-0.389442,0
3987,-0.806855,-0.966605,-0.241361,0.977437,2.035333,0
1306,-0.75926,-0.595819,1.250678,0.735298,-0.136583,0
5316,-0.680573,-0.094678,1.915255,-1.410843,1.920032,0
2639,0.288467,1.874332,-1.294032,-0.745707,-0.361323,0
2393,-1.246343,-0.145802,0.379506,-1.149822,-0.612095,0
4374,0.911141,-0.496324,-0.358269,-0.665482,-0.232652,0
2888,-0.716907,-0.853708,-0.132377,0.657016,4.033246,0
2771,-0.336375,0.753878,1.463314,-1.096028,-0.654399,0
1100,-0.385862,1.081306,0.928472,0.227422,-0.540984,0
4746,-0.53478,1.528903,-1.551961,-1.214274,2.241094,0
4654,2.96756,-0.703645,0.19049,-0.804642,-0.301148,0
4017,0.3476,1.517681,-1.321252,-0.778918,-0.371861,0
1078,0.353202,1.496002,-1.213221,-0.699202,0.336177,0
2675,1.325055,0.208287,-1.127378,-0.209858,-0.314575,0
3780,-0.768099,-0.6549,0.301931,2.09669,-1.219745,0
1972,-0.693534,-0.203554,2.045529,-1.685671,-0.136583,0
3320,-0.639551,1.778662,-1.310588,-0.190995,0.135168,0
3524,-0.262577,1.231778,-0.143378,-0.025615,-0.136583,0
3074,-0.624505,2.499331,-1.389209,-0.014116,0.97852,0
3612,0.525968,1.236043,-1.189994,-0.691502,0.212659,0
2235,1.888107,-0.144533,-1.088716,-0.593593,-0.136583,0
837,1.709564,-1.753989,-0.594316,-0.279228,-0.283982,0
3478,0.621831,2.137698,0.115634,-0.063552,-0.136583,0
3737,1.275377,1.542885,-1.27273,-0.031826,-0.425504,0
4710,-0.232026,0.512708,-1.451908,-0.792471,-0.420106,0
950,-0.657718,0.878888,0.269989,0.261388,2.353008,0
1872,-0.656201,0.198534,0.766461,0.158299,-0.48887,0
148,-0.772159,-0.145003,0.838762,-1.06364,-0.50836,0
4196,-0.53107,-0.570059,1.798693,1.480418,-1.04545,0
5026,-0.786352,-0.436179,0.834051,1.565625,-1.181147,0
2630,-1.161192,0.741788,1.321553,-1.316305,-0.559488,0
503,0.269124,0.850206,-0.163813,1.434104,-0.759963,0
2676,-0.205759,1.817168,0.452002,0.302594,-0.518143,0
1782,-0.600487,0.513436,0.283583,0.063565,-0.554557,0
4589,-0.652309,-0.62686,0.10336,0.870272,-0.136583,0
3705,-0.003079,-0.474018,-0.613992,-0.395127,0.010676,0
3883,-2.17234,-2.749164,-1.204212,-0.687715,-0.355676,0
160,2.716166,-1.843314,-0.49373,0.268127,-0.434315,0
179,1.285356,-0.344572,-0.432026,-0.122164,1.86364,0
1221,2.383442,-0.839286,-0.416997,0.703529,-0.58104,0
2153,-1.145786,0.646765,0.5362,0.240469,0.499126,0
2461,-0.459822,-0.976434,0.298797,0.898306,1.23946,0
2529,-0.167545,1.945843,0.249679,0.018214,-0.443479,0
1261,0.996675,0.593842,0.64951,-0.799335,-0.34047,0
4587,-0.660591,-0.148317,1.769464,-1.380113,-0.136583,0
3255,-0.614471,-0.114582,1.667338,0.600549,-0.777685,0
4985,-0.487925,-0.311348,1.737662,-1.308129,-0.777828,0
3643,-0.808117,-1.1328,-0.330514,0.277537,-1.805152,0
458,1.539755,0.405888,0.303228,-0.867036,-0.369149,0
1666,-0.437269,1.19137,1.080033,0.374409,-0.652752,0
3270,-2.169755,0.367959,-1.823196,-1.010187,-0.136583,0
4778,0.374757,1.76663,0.130373,-0.049603,-0.136583,0
480,-0.813956,-1.033002,-0.379599,0.751312,-0.136583,0
175,2.674302,-0.807674,-0.572598,-0.593957,-0.211376,0
3691,3.06553,-1.827395,-0.089266,-0.244077,-0.260693,0
693,1.478805,-0.689695,-0.934593,-0.402729,-0.024455,0
933,1.269589,1.486074,-1.278209,-0.034732,-0.479359,0
3372,0.448214,0.552047,-1.130209,-0.281163,-0.286551,0
1601,-0.706809,0.386077,-1.633155,-0.926435,-0.427621,0
1504,0.601184,0.101185,-1.063231,-0.612221,-0.231568,0
3844,0.293241,1.483195,-1.199816,-0.691683,-0.497845,0
1249,-0.654904,0.021707,1.188826,-1.260461,-0.136583,0
758,2.42144,-1.777784,-0.696564,-0.330866,-0.2414,0
2383,-0.861722,-1.021599,-0.476582,0.035347,-0.136583,0
2008,-0.719961,0.129314,0.672115,0.135537,-0.444233,0
985,-0.260232,0.463604,-1.199678,-0.243406,-0.283364,0
1723,2.266386,-0.286275,-0.276799,0.185094,0.531505,0
4635,2.763526,-0.686208,0.051647,-0.753883,-0.28142,0
4848,-0.439283,-0.332308,1.456961,-1.168049,-0.80919,0
4510,-0.38055,0.614816,0.513206,0.062296,0.197505,0
585,2.615925,-1.061396,-0.947993,-0.592128,-0.027149,0
1158,-0.470456,0.307998,2.119981,-1.336255,-0.698135,0
208,-0.773156,-0.946335,0.311635,2.122225,-1.369983,0
4242,-0.096243,1.294477,-0.262112,1.305986,-0.729092,0
3424,0.976144,1.179854,-1.230303,-0.21671,0.143835,0
4543,-0.78068,-0.460721,1.011201,2.02872,-1.305633,0
3191,-0.632336,-0.417139,1.372189,1.500693,-0.136583,0
4515,-0.405212,1.633866,-1.461035,1.336054,-0.980831,0
1315,-0.308692,1.569194,0.123245,-1.145227,1.956514,0
1128,-0.693451,0.115144,0.621328,-0.967287,-0.550744,0
3445,3.042368,-1.846299,-0.678002,-0.594491,-0.229301,0
5194,1.828833,0.069248,-0.079929,0.644252,-0.553482,0
1654,2.730804,-1.788552,-0.932398,-0.414042,-0.234775,0
459,-0.206955,2.043603,-1.394892,-0.756144,-0.386803,0
418,1.708923,0.07349,-0.074452,-0.715068,0.218108,0
4569,-1.183394,0.837798,-0.045067,0.098822,-0.136583,0
49,-0.411545,1.199125,1.145646,0.476639,-0.576558,0
3916,-0.466877,1.483183,-1.376765,0.02716,-0.399002,0
1283,-0.769326,-0.509881,1.253542,-1.620641,-0.831599,0
3714,-0.360702,0.968294,-1.170113,-0.263066,0.243737,0
3325,-0.48364,0.903645,-1.212752,-0.721661,-0.303988,0
4603,-0.760921,-0.628262,1.056434,0.763647,-0.136583,1
1591,-0.442975,-0.426392,1.263829,0.465257,-0.136583,1
5213,-0.689449,-0.447881,-0.234401,1.882097,1.92024,1
1179,-0.726738,-0.958037,-0.01063,0.315085,1.180899,1
2671,-0.753941,-0.576452,0.145021,0.536349,-0.565259,1
2163,-0.707796,-1.103477,-0.183445,1.50923,1.927207,1
4519,-0.256927,0.398932,1.475709,0.388306,-0.579654,1
2649,-0.484011,-0.194953,1.756464,-1.363029,-0.136583,1
2724,-0.732896,-0.951253,-0.219903,1.538494,-1.493634,1
1180,0.07072,1.154815,0.904807,0.236697,-0.444971,1
4358,-0.689688,-0.330037,-1.478714,2.283462,-1.887232,1
5267,-0.77065,-0.878704,0.428877,-1.0109,0.456843,1
3051,0.393529,1.167952,0.623878,-1.074563,-0.411116,1
2573,-0.715923,-0.610733,0.05147,1.856862,-1.700237,1
2577,0.564024,1.417265,-0.140866,0.454253,-0.675286,1
1052,-0.806862,-0.680153,-0.385041,0.445946,2.017509,1
3117,-0.6633,-0.810517,0.181594,2.217062,-1.933564,1
3644,0.278091,1.433339,-1.318203,1.301668,-0.633422,1
3177,-0.557748,-0.699126,1.522876,1.014598,2.925954,1
2651,-0.616473,-0.510707,1.421961,-1.256914,0.561134,1
3668,-0.867983,-1.065221,0.047137,1.858231,-1.205971,1
3145,-0.281553,-0.427599,1.152432,-1.3451,2.406168,1
2669,-1.112109,-1.946091,-0.066419,-1.433943,2.39253,1
516,-0.466957,-0.770954,1.493311,0.762128,-1.580625,1
344,-0.75083,-0.376658,-0.271624,0.876336,1.402128,1
4428,-0.573191,-0.704357,0.000548,2.257349,3.597125,1
1320,-0.334105,-0.969573,0.488028,1.310594,3.298196,1
288,0.391549,1.127285,0.979918,-0.8941,-0.425168,1
2606,-1.325132,-0.732932,0.1258,1.083748,1.625428,1
1796,-0.514266,-0.53824,1.757674,-1.433598,-1.015552,1
3825,-0.814759,-0.710834,-0.548108,0.006,1.379834,1
4321,0.266865,0.549298,1.061642,0.372698,-0.49518,1
4620,-0.813725,-0.639184,-0.3648,0.561378,-0.136583,1
962,0.063716,1.634348,0.530408,0.231968,-0.469248,1
5064,-0.672127,-1.015164,0.734313,1.661314,3.576713,1
352,-0.528298,-0.449842,0.146706,1.394256,-0.136583,1
293,0.139931,0.165904,0.888425,1.135585,-0.927862,1
2969,-0.528283,-0.860827,1.793452,0.651728,1.526691,1
1213,-0.704448,-0.882505,-0.145021,0.662924,-0.136583,1
3436,-0.454263,-0.032567,1.899976,-1.502061,0.94563,1
1694,-0.77241,-0.93395,-0.250395,0.504671,-0.872101,1
392,0.019725,1.713144,0.817658,-0.957645,-0.437595,1
